Укрепление,Результат,Очки,Атакующий,,,,,,Защищающийся,,,
,,,Хайди | Красный +2 | 6 stars | 130 | 196582,1006794,118090,67525,Каин | 11064,,Корвус | Красный +2 | 6 stars | 130 | 185703,410738,1783737,0,Бисквит | 5227
,,,Амира | Красный +2 | 6 stars | 130 | 177338,606221,299165,0,Аксель | 11064,,Ясмин | Красный +2 | 6 stars | 130 | 183947,369915,512439,0,
,,,Дориан | Красный +2 | 6 stars | 130 | 171404,401035,652691,1058868,Мерлин | 11064,,Айзек | Красный +2 | 6 stars | 130 | 176585,113137,417513,0,Аксель | 5766
,,,Астарот | Красный +2 | 6 stars | 130 | 166468,53357,1386898,585032,Оливер | 11064,,Марта | Красный +2 | 6 stars | 130 | 143382,2827,813120,300279,
,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,84529,0,0,,,Альбус | Фиолетовый +3 | 5 stars | 130 | 171933,695080,0,0,

Цитадель (Позиция 4),Поражение,+34,Karn (130-1148250),,,,,,Rom (130-959391),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Хайди | Красный +2 | 6 stars | 130 | 195024,2742484,382734,0,Бисквит | 6894,,Лара Крофт | Красный +2 | 5 stars | 130 | 206184,1819990,794212,615982,Векс | 5766
,,,Амира | Красный +2 | 6 stars | 130 | 197423,486865,435291,0,Аксель | 11064,,Небула | Красный +2 | 6 stars | 130 | 173154,780445,641072,236241,
,,,Тесак | Красный +2 | 6 stars | 130 | 188760,194321,1284340,86986,Оливер | 11064,,Лирия | Красный +2 | 6 stars | 130 | 170305,649116,1286084,128337,Бисквит | 4773
,,,Небула | Красный +2 | 6 stars | 130 | 198371,26674,545471,10700,Каин | 10140,,Себастьян | Красный +2 | 6 stars | 130 | 172600,199954,715542,0,Фенрис | 4773
,,,Фафнир | Красный +2 | 6 stars | 130 | 186729,0,830188,0,Мара | 6894,,Марта | Красный +2 | 6 stars | 130 | 109020,6531,692845,205740,Аксель | 7804
,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,701399,0,0,,,Аксель | Фиолетовый +2 | 6 stars | 130 | 128128,0,0,0,

Цитадель (Позиция 4),Победа,+1,Karn (130-1101490),,,,,,Rom (130-959391),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Август | Красный +2 | 6 stars | 130 | 175987,56861,0,0,Альбус | 11064,,Лирия | Красный +2 | 6 stars | 130 | 170305,4006,66150,0,Бисквит | 4773
,,,Данте | Красный +2 | 6 stars | 130 | 195754,22750,0,0,Каин | 10140,,Лара Крофт | Красный +2 | 5 stars | 130 | 206184,0,0,0,Векс | 5766
,,,Астарот | Красный +2 | 6 stars | 130 | 178893,1680,4006,0,Оливер | 11064,,Небула | Красный +2 | 6 stars | 130 | 173154,0,0,0,
,,,Орион | Красный +2 | 6 stars | 130 | 195863,1469,0,0,Мерлин | 8518,,Себастьян | Красный +2 | 6 stars | 130 | 172600,0,17456,0,Фенрис | 4773
,,,Полярис | Красный +2 | 6 stars | 130 | 173050,846,0,0,Мара | 6894,,Марта | Красный +2 | 6 stars | 130 | 109020,0,0,0,Аксель | 7804
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Аксель | Фиолетовый +2 | 6 stars | 130 | 128128,0,0,0,

Бастион (Позиция 3),Победа,+21,AKATUKI (130-1056469),,,,,,ZOV (130-1045789),Увеличение защиты от магии (24%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Корвус | Красный +2 | 6 stars | 130 | 195853,2430483,1579503,0,Альбус | 11064,,Исмаил | Красный +2 | 6 stars | 130 | 196875,2907534,1054146,808560,Фенрис | 6894
,,,Ясмин | Красный +2 | 6 stars | 130 | 195652,1319948,324188,0,Фенрис | 11064,,Эйден | Красный +2 | 6 stars | 130 | 170148,468474,1843484,250229,
,,,Эйден | Красный +2 | 6 stars | 130 | 138178,726388,1579503,711335,Мерлин | 11064,,Лирия | Красный +2 | 6 stars | 130 | 181026,231520,1843484,3756,Оливер | 6894
,,,Амира | Красный +2 | 6 stars | 130 | 162087,235456,68132,0,Оливер | 11064,,Кира | Красный +2 | 6 stars | 130 | 179203,0,0,0,Векс | 5683
,,,Небула | Красный +2 | 6 stars | 130 | 182756,7396,56202,316554,Каин | 11064,,Себастьян | Красный +2 | 6 stars | 130 | 173610,0,0,0,
,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,21443,0,0,,,Аксель | Фиолетовый +3 | 5 stars | 130 | 144927,0,0,0,

Бастион,Укрепление захвачено,+235
Казармы (Позиция 3),Победа,+35,pphrla (130-1172874),,,,,,Bugzi (130-1044397),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Кира | Красный +2 | 6 stars | 130 | 204474,1056939,568498,74940,Векс | 11064,,Данте | Красный +2 | 6 stars | 130 | 200456,989136,439332,0,Каин | 10154
,,,Корвус | Красный +2 | 6 stars | 130 | 200664,594473,411601,0,Бисквит | 11064,,Орион | Красный +2 | 6 stars | 130 | 181662,891505,538656,89653,Мерлин | 5766
,,,Айзек | Красный +2 | 6 stars | 130 | 197628,403226,152616,128488,Оливер | 11064,,Август | Красный +2 | 6 stars | 130 | 178603,259900,706609,203104,Хорус | 11064
,,,Лирия | Красный +2 | 6 stars | 130 | 185027,317833,781531,122480,Фенрис | 11064,,Небула | Красный +2 | 6 stars | 130 | 179205,13571,485051,0,
,,,Себастьян | Красный +2 | 6 stars | 130 | 203138,307681,242672,0,Альбус | 11064,,Дориан | Красный +2 | 6 stars | 130 | 122528,2806,510504,3226,Аксель | 8896
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Казармы,Укрепление захвачено,+105
Цитадель (Позиция 5),Победа,+12,pphrla (130-1208681),,,,,,Лапочка (130-985376),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Орион | Красный +2 | 6 stars | 130 | 207386,1539566,200836,0,Мерлин | 11064,,Ясмин | Красный +2 | 6 stars | 130 | 199876,279150,317368,51932,Альбус | 11064
,,,Джу | Красный +2 | 6 stars | 130 | 205448,391063,111622,0,Векс | 11064,,Эйден | Красный +2 | 6 stars | 130 | 130516,124247,776822,72423,Хорус | 5766
,,,Галахад | Красный +2 | 6 stars | 130 | 206251,8063,459630,0,Оливер | 11064,,Лирия | Красный +2 | 6 stars | 130 | 164149,5800,776822,158562,Оливер | 6894
,,,Морриган | Красный +2 | 6 stars | 130 | 202558,4108,41500,0,Аксель | 11064,,Себастьян | Красный +2 | 6 stars | 130 | 144850,0,0,0,
,,,Небула | Красный +2 | 6 stars | 130 | 205095,0,0,103866,Каин | 11064,,Лара Крофт | Красный +2 | 5 stars | 130 | 164042,0,0,0,Фенрис | 8518
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,332603,0,0,

Ратуша (Позиция 1),Победа,+35,pphrla (130-1100372),,,,,,РомаРио (130-881449),Усиление лечения (70%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Данте | Красный +2 | 6 stars | 130 | 189464,1810033,292218,0,Каин | 11064,,Кира | Красный +2 | 6 stars | 130 | 185961,415213,362177,0,Векс | 5630
,,,Селеста | Красный +2 | 6 stars | 130 | 202146,574372,423406,684142,Мерлин | 11064,,Айзек | Красный +2 | 6 stars | 130 | 131496,408670,391056,67214,
,,,Йорген | Красный +2 | 6 stars | 130 | 169173,272803,310130,0,Оливер | 11064,,Лирия | Красный +2 | 6 stars | 130 | 148369,378775,846716,94488,Фенрис | 10154
,,,Безликий | Красный +2 | 6 stars | 130 | 163140,127604,136783,0,Мара | 11064,,Марта | Красный +2 | 6 stars | 130 | 116387,41465,744328,244056,
,,,Марта | Красный +2 | 6 stars | 130 | 194506,6730,296520,395771,Аксель | 11064,,Себастьян | Красный +2 | 6 stars | 130 | 127303,35713,447265,0,
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Фенрис | Фиолетовый +3 | 5 stars | 130 | 171933,179221,0,0,

Цитадель (Позиция 7),Победа,+35,monologue (130-1192608),,,,,,Алый Стервь (130-1002948),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Лара Крофт | Красный +2 | 6 stars | 130 | 222609,1421201,222976,713355,Векс | 11064,,Орион | Красный +2 | 6 stars | 130 | 184101,652911,502533,48470,Мерлин | 9428
,,,Себастьян | Красный +2 | 6 stars | 130 | 198872,819158,126258,0,Альбус | 11064,,Август | Красный +2 | 6 stars | 130 | 174450,215834,611485,48470,Хорус | 9461
,,,Айзек | Красный +2 | 6 stars | 130 | 197628,124462,25351,0,Мара | 11064,,Данте | Красный +2 | 6 stars | 130 | 199959,51380,433852,0,Каин | 11064
,,,Ясмин | Красный +2 | 6 stars | 130 | 203456,54354,174395,0,Каин | 10378,,Дориан | Красный +2 | 6 stars | 130 | 136677,1594,461878,0,Аксель | 6664
,,,Лирия | Красный +2 | 6 stars | 130 | 188100,11459,372739,0,Фенрис | 7804,,Небула | Красный +2 | 6 stars | 130 | 150577,0,420886,0,
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 157184,0,0,0,

Ратуша (Позиция 4),Поражение,+1,monologue (130-1170281),,,,,,Лапочка (130-883999),Усиление лечения (70%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Гелиос | Красный +2 | 6 stars | 130 | 193502,423188,672211,0,Хорус | 11064,,Данте | Красный +2 | 6 stars | 130 | 195576,3433367,306343,0,Каин | 10154
,,,Айрис | Красный +2 | 6 stars | 130 | 213981,372508,570455,0,Альбус | 11064,,Небула | Красный +2 | 6 stars | 130 | 162584,61009,295883,278651,
,,,Небула | Красный +2 | 6 stars | 130 | 204299,96755,545471,0,Каин | 10378,,Джет | Красный | 6 stars | 130 | 78864,9340,94370,198833,Аксель | 6055
,,,Корвус | Красный +2 | 6 stars | 130 | 199379,45998,741630,33184,Оливер | 11064,,Марта | Красный +2 | 6 stars | 130 | 150396,7072,145337,384901,
,,,Марта | Красный +2 | 6 stars | 130 | 177177,0,1247177,421950,Аксель | 11064,,Фафнир | Красный +1 | 6 stars | 130 | 124646,0,96516,0,Мара | 4123
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Каин | Фиолетовый +3 | 5 stars | 130 | 171933,266156,0,0,

Цитадель (Позиция 3),Победа,+35,CFJSJH2-1-2 (130-1120841),,,,,,Nergal (130-1031506),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Хайди | Красный +2 | 6 stars | 130 | 189161,2703986,4180,0,Каин | 11064,,Себастьян | Красный +2 | 6 stars | 130 | 184712,1489806,612638,0,Альбус | 11064
,,,Амира | Красный +2 | 6 stars | 130 | 200835,2538903,232097,0,Аксель | 11064,,Лара Крофт | Красный +2 | 5 stars | 130 | 192263,1017411,638403,256743,Векс | 11064
,,,Эйден | Красный +2 | 6 stars | 130 | 185574,491485,1495853,413949,Хорус | 11064,,Исмаил | Красный +2 | 6 stars | 130 | 199693,502146,704701,61255,Фенрис | 6772
,,,Себастьян | Красный +2 | 6 stars | 130 | 196349,115889,255298,0,Альбус | 11064,,Эйден | Красный +2 | 6 stars | 130 | 178650,411620,1993470,269948,Хорус | 6965
,,,Астарот | Красный +2 | 6 stars | 130 | 166979,34792,1495853,77448,Оливер | 11064,,Лирия | Красный +2 | 6 stars | 130 | 182895,62298,2021162,4875,Оливер | 5715
,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,85319,0,0,,,Оливер | Фиолетовый | 6 stars | 130 | 93293,0,0,117149,

Призма эфира (Позиция 3),Победа,+35,CFJSJH2-1-2 (130-1158905),,,,,,FEDOR (130-1172765),,,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Эдем | 6 stars | 130 | 214031,22031969,5876798,0,,,Солярис | 6 stars | 130 | 260568,26240720,23736242,850034,
,,,Сильва | 6 stars | 130 | 213961,16257696,5876798,0,,,Тенебрис | 6 stars | 130 | 279735,7101018,16647799,4373327,
,,,Солярис | 6 stars | 130 | 292404,14204095,6775470,8770689,,,Сигурд | 6 stars | 130 | 209599,5962177,22868006,0,
,,,Ангус | 6 stars | 130 | 214040,13148238,21294276,0,,,Нова | 6 stars | 130 | 208226,4935652,8566046,0,
,,,Ригель | 6 stars | 130 | 224469,5439881,15727416,0,,,Гиперион | 6 stars | 130 | 214637,1876944,14882918,1876945,
,,,Тотем Духа Земли | 6 stars | 113,11554112,12431802,0,,,Тотем Духа Воды | 6 stars | 130,16038266,0,22196520,
,,,Тотем Духа Света | 6 stars | 68,4065020,0,0,,,,,,,

Призма эфира,Укрепление захвачено,+175
Башня Алхимии (Позиция 2),Победа,+35,Oinari (130-1177461),,,,,,Wren (130-1034771),Увеличение брони (68%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Аврора | Красный +2 | 6 stars | 130 | 210611,1642100,471705,0,Каин | 11064,,Орион | Красный +2 | 6 stars | 130 | 201063,1289221,488103,0,Аксель | 11064
,,,Себастьян | Красный +2 | 6 stars | 130 | 203138,384380,35751,0,Альбус | 11064,,Данте | Красный +2 | 6 stars | 130 | 202024,451783,444052,0,Каин | 10154
,,,Айзек | Красный +2 | 6 stars | 130 | 197628,86167,443856,0,Мара | 11064,,Август | Красный +2 | 6 stars | 130 | 128564,127483,344727,0,Хорус | 11064
,,,Руфус | Красный +2 | 6 stars | 130 | 181805,54816,440649,234320,Бисквит | 11064,,Корнелиус | Красный +2 | 6 stars | 130 | 137851,3008,394251,0,Бисквит | 4773
,,,Астарот | Красный +2 | 6 stars | 130 | 202336,7421,483385,107025,Оливер | 11064,,Небула | Красный +2 | 6 stars | 130 | 183326,1755,503751,0,
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,2096,0,0,

Литейная (Позиция 2),Победа,+35,Oinari (130-1173516),,,,,,ПасТырЪ (130-959032),Увеличение здоровья (104%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Галахад | Красный +2 | 6 stars | 130 | 207714,4290034,394303,394303,Оливер | 11064,,Корвус | Красный +2 | 6 stars | 130 | 104786,696887,1492323,0,
,,,Тристан | Красный +2 | 6 stars | 130 | 203313,2990447,258395,252607,Фенрис | 11064,,Тристан | Красный +2 | 6 stars | 130 | 180808,267776,2023741,0,
,,,Лирия | Красный +2 | 6 stars | 130 | 192479,1533202,194130,98114,Бисквит | 11064,,Астарот | Красный +2 | 6 stars | 130 | 180731,91058,2437929,106019,
,,,Арахна | Красный +2 | 6 stars | 130 | 199460,1204445,183210,183210,Мара | 11064,,Галахад | Красный +2 | 6 stars | 130 | 186109,81544,2279951,25953,
,,,Морриган | Красный +2 | 6 stars | 130 | 188607,279291,173595,200843,Аксель | 11064,,Руфус | Красный +2 | 6 stars | 130 | 142663,66368,2063475,350601,Бисквит | 5766
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Оливер | Фиолетовый +3 | 6 stars | 130 | 163935,0,0,448499,

Литейная (Позиция 4),Победа,+35,Oinari (130-1177892),,,,,,Пунь Пунь (130-964497),Увеличение здоровья (104%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Амира | Красный +2 | 6 stars | 130 | 202299,3716923,408775,0,Аксель | 11064,,Селеста | Красный +2 | 6 stars | 130 | 189867,1363586,1325413,584755,Мерлин | 4313
,,,Ясмин | Красный +2 | 6 stars | 130 | 205716,1394308,602865,0,Каин | 11064,,Хайди | Красный +2 | 6 stars | 130 | 198918,224489,1010057,66329,Аксель | 6063
,,,Эйден | Красный +2 | 6 stars | 130 | 197661,724471,602865,690927,Хорус | 11064,,Астарот | Красный +2 | 6 stars | 130 | 185761,29880,2463106,192203,Бисквит | 4336
,,,Дориан | Красный +2 | 6 stars | 130 | 201605,624937,447454,604524,Мерлин | 11064,,Дориан | Оранжевый | 6 stars | 130 | 60440,25744,660490,67773,
,,,Полярис | Красный +2 | 6 stars | 130 | 188668,484918,83724,64794,Мара | 11064,,Небула | Красный +2 | 6 stars | 130 | 183758,19246,1106887,318114,
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Хорус | Фиолетовый +3 | 5 stars | 130 | 145753,103134,0,0,

Инженериум (Позиция 3),Победа,+35,kuralis (130-1213476),,,,,,Wren (130-1111207),Ускорение набора энергии (16%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Лара Крофт | Красный +2 | 6 stars | 130 | 224889,1560688,794441,642952,Мара | 11064,,Лара Крофт | Красный +2 | 5 stars | 130 | 205749,3065550,1033832,615313,Векс | 5766
,,,Галахад | Красный +2 | 6 stars | 130 | 207714,1032738,1306529,47869,Оливер | 11064,,Исмаил | Красный +2 | 6 stars | 130 | 184613,928155,1102995,702764,Фенрис | 8108
,,,Тристан | Красный +2 | 6 stars | 130 | 203313,984552,1037385,0,Фенрис | 11064,,Себастьян | Красный +2 | 6 stars | 130 | 195975,599688,614575,0,Альбус | 10154
,,,Лирия | Красный +2 | 6 stars | 130 | 192479,821366,994871,225198,Бисквит | 11064,,Лирия | Красный +2 | 6 stars | 130 | 170061,229324,1087229,53946,Оливер | 4773
,,,Себастьян | Красный +2 | 6 stars | 130 | 203138,439193,689491,0,Альбус | 11064,,Фафнир | Красный +2 | 6 stars | 130 | 172866,0,999906,0,Мара | 4823
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Бастион Льда (Позиция 2),Поражение,0,RPG (130-927649),,,,,,Rom (130-910931),Ускорение набора энергии (42%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,,,,Нанесённый урон,Полученный урон,Исцеление,
,,,Сильва | 6 stars | 130 | 180471,12474827,12469013,0,,,Гиперион | 6 stars | 130 | 208555,28820212,15780861,3918738,
,,,Ангус | 6 stars | 130 | 186634,10959811,17761900,0,,,Нова | 6 stars | 130 | 190528,10634342,11810429,0,
,,,Эдем | 6 stars | 130 | 200894,7597368,14931983,0,,,Сигурд | 6 stars | 130 | 200099,9081262,20172343,0,
,,,Вердок и Фито | 6 stars | 130 | 186921,4154104,15672657,0,,,Араджи | 6 stars | 130 | 166767,0,0,0,
,,,Авалон | 6 stars | 130 | 172729,3294157,15205362,0,,,Маири | 6 stars | 102 | 144982,0,0,0,
,,,Тотем Духа Земли | 6 stars | 114,17816136,25693882,0,,,Тотем Духа Воды | 6 stars | 130,45273562,12851718,40444060,

Стрельбище (Позиция 1),Победа,+35,RPG (130-1172790),,,,,,ПасТырЪ (130-1100793),Снижение входящего урона (15%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Себастьян | Красный +2 | 6 stars | 130 | 193894,945972,510368,0,Альбус | 11064,,Орион | Красный +2 | 6 stars | 130 | 199621,1790283,488103,0,Аксель | 9461
,,,Лара Крофт | Красный +2 | 6 stars | 130 | 217981,829075,301368,515122,Мара | 11064,,Данте | Красный +2 | 6 stars | 130 | 204819,598070,449732,0,Каин | 11064
,,,Лирия | Красный +2 | 6 stars | 130 | 182766,388013,602461,176288,Бисквит | 11064,,Август | Красный +2 | 6 stars | 130 | 171472,272087,542605,0,
,,,Галахад | Красный +2 | 6 stars | 130 | 200219,187514,701696,126205,Оливер | 11064,,Дориан | Красный +2 | 6 stars | 130 | 160817,2058,586722,0,Мерлин | 5683
,,,Тристан | Красный +2 | 6 stars | 130 | 195987,177591,546605,0,Фенрис | 11064,,Небула | Красный +2 | 6 stars | 130 | 182121,0,518311,0,
,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,57308,0,0,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Стрельбище (Позиция 2),Победа,+35,RPG (130-1096073),,,,,,G_G (130-995020),Снижение входящего урона (15%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Хайди | Красный +2 | 6 stars | 130 | 192568,1709252,0,0,Альбус | 11064,,Джу | Красный +2 | 6 stars | 130 | 175910,306199,835111,311,
,,,Аврора | Красный +2 | 6 stars | 130 | 206083,909950,734310,0,Каин | 11064,,Айзек | Красный +2 | 6 stars | 130 | 155128,183889,439847,0,
,,,Селеста | Красный +2 | 6 stars | 130 | 192183,436342,0,561106,Аксель | 11064,,Данте | Красный +2 | 6 stars | 130 | 181417,11508,425452,0,
,,,Дориан | Красный +2 | 6 stars | 130 | 145691,225832,305648,335260,Мерлин | 11064,,Марта | Красный +2 | 6 stars | 130 | 144963,9961,798813,176239,
,,,Астарот | Красный +2 | 6 stars | 130 | 177605,12360,85440,0,Оливер | 11064,,Фафнир | Красный +2 | 6 stars | 130 | 157045,0,796383,0,Мара | 4773
,,,Хорус | Фиолетовый +3 | 6 stars | 130 | 181943,128577,0,0,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 180557,487134,0,0,

Инженериум (Позиция 5),Поражение,0,monologue (130-1157026),,,,,,Бальдр (130-1114338),Ускорение набора энергии (16%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Август | Красный +2 | 6 stars | 130 | 190270,159331,594815,0,Бисквит | 11064,,Джу | Красный +2 | 6 stars | 130 | 193569,3363080,266853,184379,Векс | 11064
,,,К'арх | Красный +2 | 6 stars | 130 | 206008,23458,429412,0,Мара | 11064,,Себастьян | Красный +2 | 6 stars | 130 | 199936,1325677,10413,0,Альбус | 11064
,,,Галахад | Красный +2 | 6 stars | 130 | 183801,4620,1579532,770,Альбус | 11064,,Марта | Красный +2 | 6 stars | 130 | 184160,30982,4991,278636,Аксель | 11064
,,,Амира | Красный +2 | 6 stars | 130 | 202299,2338,424591,0,Аксель | 11064,,Небула | Красный +2 | 6 stars | 130 | 186562,26834,47095,103066,Каин | 8518
,,,Эйден | Красный +2 | 6 stars | 130 | 192705,914,1579532,33630,Хорус | 11064,,Айзек | Красный +2 | 6 stars | 130 | 168168,0,0,0,Оливер | 6894
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Стрельбище (Позиция 5),Поражение,+9,juuza (130-1008757),,,,,,Виларт (130-991514),Снижение входящего урона (15%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Август | Красный +2 | 6 stars | 130 | 156316,701048,515118,0,Бисквит | 9692,,К'арх | Красный +2 | 6 stars | 130 | 204998,1896223,155870,110468,Векс | 9498
,,,Исмаил | Красный +2 | 6 stars | 130 | 190002,110468,661111,138798,Оливер | 8518,,Лара Крофт | Красный +2 | 5 stars | 130 | 168744,1045955,334878,181625,
,,,К'арх | Красный +2 | 6 stars | 130 | 166184,103368,429412,0,Фенрис | 4497,,Астарот | Красный +2 | 6 stars | 130 | 182842,27333,630860,0,Аксель | 11064
,,,Арахна | Красный +2 | 6 stars | 130 | 166385,30201,569677,11883,Альбус | 10378,,Марта | Красный +2 | 6 stars | 130 | 133642,8689,134548,174236,
,,,Марта | Красный +2 | 6 stars | 130 | 156474,1362,802882,185392,Аксель | 5766,,Фафнир | Красный +2 | 6 stars | 130 | 119345,0,141045,0,
,,,Альбус | Фиолетовый +3 | 6 stars | 130 | 173396,450754,0,0,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,

Литейная (Позиция 3),Победа,+35,Team SA two 3 (130-904181),,,,,,Бесенок Ната (130-529666),Увеличение здоровья (104%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Орион | Красный +2 | 6 stars | 130 | 181683,2781663,321187,238217,Мара | 11064,,Аврора | Красный +2 | 6 stars | 130 | 193633,2110436,2259767,0,Аксель | 7058
,,,Корвус | Красный +2 | 6 stars | 130 | 172559,1388387,2131433,344665,Оливер | 11064,,Корвус | Оранжевый +3 | 6 stars | 130 | 110456,642786,1148326,0,Бисквит | 3820
,,,Гелиос | Красный +2 | 6 stars | 130 | 149022,886731,400095,0,Мерлин | 11064,,Галахад | Фиолетовый +3 | 6 stars | 130 | 46478,48332,471304,640,
,,,Селеста | Красный +1 | 6 stars | 130 | 132063,338596,420751,1446439,Бисквит | 11064,,Руфус | Фиолетовый | 6 stars | 130 | 31106,45062,1132629,764277,
,,,Дориан | Оранжевый +3 | 6 stars | 130 | 86911,338110,749066,1560806,Аксель | 11064,,Тесак | Фиолетовый +3 | 6 stars | 130 | 54793,14825,486541,5479,Фенрис | 4612
,,,Аксель | Фиолетовый +3 | 6 stars | 130 | 181943,0,0,0,,,Альбус | Фиолетовый | 5 stars | 130 | 93200,926171,0,0,

Ратуша (Позиция 4),Поражение,+9,juuza (130-1062460),,,,,,Лапочка (130-883999),Усиление лечения (70%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
,,,Ясмин | Красный +2 | 6 stars | 130 | 183818,1602262,76273,0,Альбус | 10378,,Данте | Красный +2 | 6 stars | 130 | 195576,1422205,414262,0,Каин | 10154
,,,Корвус | Красный +2 | 6 stars | 130 | 195571,437904,351088,0,Бисквит | 9692,,Небула | Красный +2 | 6 stars | 130 | 162584,208496,704851,574362,
,,,Данте | Красный +2 | 6 stars | 130 | 184166,428037,337407,0,Каин | 4773,,Марта | Красный +2 | 6 stars | 130 | 150396,88573,1664567,2109560,
,,,Йорген | Красный +2 | 6 stars | 130 | 174370,67543,150586,0,Оливер | 8518,,Джет | Красный | 6 stars | 130 | 78864,18419,577246,327124,Аксель | 6055
,,,Морриган | Красный +2 | 6 stars | 130 | 162150,32325,1018512,600383,Аксель | 5766,,Фафнир | Красный +1 | 6 stars | 130 | 124646,0,265565,0,Мара | 4123
,,,Бисквит | Фиолетовый +3 | 6 stars | 130 | 162385,1058420,0,0,,,Каин | Фиолетовый +3 | 5 stars | 130 | 171933,196173,0,0,

Литейная (Позиция 5),Победа,+35,Team SA two 3 (130-1046200),,,,,,3.14_ZDETS (130-896972),Увеличение здоровья (104%),,,
,,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство,,,Нанесённый урон,Полученный урон,Исцеление,Покровительство
